Time,UT,Conditions,Comment
06:30,2015-10-06 06:30:00,PH,Photometric according OMEGACAM - Paranal Observatory
07:34,2015-10-06 07:34:00,TN,thin cloud to the E - Paranal Observatory
22:56,2015-10-06 22:56:00,TN,Thin cirrus passing by. - Rodrigo Romero
00:45,2015-10-07 00:45:00,TN,thin clouds passing by. - Paranal Observatory
02:28,2015-10-07 02:28:00,TN,same condition - Paranal Observatory
06:17,2015-10-07 06:17:00,TK,- Paranal Observatory
08:04,2015-10-07 08:04:00,TK,thick clouds passing by - Paranal Observatory
23:06,2015-10-07 23:06:00,CY,"70% of sky covered by thick clouds coming from west, all Telescopes closed. - Paranal Observatory"
23:35,2015-10-07 23:35:00,CY,"sky still covered, some thick clouds coming from west. - Paranal Observatory"
01:15,2015-10-08 01:15:00,CY,Overcast - Paranal Observatory
02:18,2015-10-08 02:18:00,CY,"thick clouds, 80% sky covered - Paranal Observatory"
03:02,2015-10-08 03:02:00,TN,"We open, Thin clouds condition - Paranal Observatory"
05:02,2015-10-08 05:02:00,CL,"clear condition, - Paranal Observatory"
07:47,2015-10-08 07:47:00,CL,clear condition - Paranal Observatory
08:42,2015-10-08 08:42:00,CL,clear condition at the end of the night - Paranal Observatory
23:00,2015-10-08 23:00:00,CL,clear condition - Paranal Observatory
00:38,2015-10-09 00:38:00,CL,clear condition - Paranal Observatory
02:22,2015-10-09 02:22:00,CL,same clear condition - Paranal Observatory
04:04,2015-10-09 04:04:00,CL,same condition - Paranal Observatory
05:07,2015-10-09 05:07:00,TN,TN clouds passing - Paranal Observatory
05:56,2015-10-09 05:56:00,TN,Thin clouds coming from west. - Paranal Observatory
06:46,2015-10-09 06:46:00,CL,"clear condition, - Paranal Observatory"
08:22,2015-10-09 08:22:00,CL,clear condition - Paranal Observatory
23:11,2015-10-09 23:11:00,TK,"thick clouds coming from west, We closed telescopes - Paranal Observatory"
23:20,2015-10-09 23:20:00,CY,- Paranal Observatory
00:04,2015-10-10 00:04:00,CY,"overcast, thick clouds coming from west - Paranal Observatory"
01:16,2015-10-10 01:16:00,TN,"thin condition, - Paranal Observatory"
01:56,2015-10-10 01:56:00,TK,"some thick clouds are passing by, thick condition - Paranal Observatory"
02:58,2015-10-10 02:58:00,TK,thick condition - Paranal Observatory
04:32,2015-10-10 04:32:00,TK,"very thick clouds, ate least 50% sky covered - Paranal Observatory"
05:06,2015-10-10 05:06:00,CY,"cloudy, thick clouds coming from west - Paranal Observatory"
05:25,2015-10-10 05:25:00,CY,"cloudy, All telescopes are closed - Paranal Observatory"
06:37,2015-10-10 06:37:00,CY,Overcast condition - Paranal Observatory
08:01,2015-10-10 08:01:00,CY,Overcast - Paranal Observatory
23:19,2015-10-10 23:19:00,CL,No visible clouds. - Paranal Observatory
01:26,2015-10-11 01:26:00,CL,no visible clouds - Paranal Observatory
03:35,2015-10-11 03:35:00,CL,clear condition - Paranal Observatory
05:14,2015-10-11 05:14:00,PH,Photometric according to OmegaCam. - Paranal Observatory
06:02,2015-10-11 06:02:00,PH,Photometric - Paranal Observatory
07:20,2015-10-11 07:20:00,PH,Photometric - Paranal Observatory
08:46,2015-10-11 08:46:00,PH,Photometric according to OmegaCam - Paranal Observatory
23:06,2015-10-11 23:06:00,TN,Thin cirrus passing close to the zenith - Paranal Observatory
23:47,2015-10-11 23:47:00,CL,Clear sky. - Paranal Observatory
00:25,2015-10-12 00:25:00,CL,clear according with MegaCam - Paranal Observatory
01:44,2015-10-12 01:44:00,CL,"clear condition, - Paranal Observatory"
03:03,2015-10-12 03:03:00,CL,clear condition - Paranal Observatory
04:59,2015-10-12 04:59:00,CL,clear condition - Paranal Observatory
05:14,2015-10-12 05:14:00,PH,"According with OmegaCam, Photometric - Paranal Observatory"
07:26,2015-10-12 07:26:00,TN,thin clouds passing by - Paranal Observatory
08:13,2015-10-12 08:13:00,TN,thin clouds passing by - Paranal Observatory
23:20,2015-10-12 23:20:00,CL,clear at twilight - Paranal Observatory
23:48,2015-10-12 23:48:00,PH,Photometric according to OmegaCam - Paranal Observatory
01:35,2015-10-13 01:35:00,PH,Photometric according to FORS2. - Paranal Observatory
03:21,2015-10-13 03:21:00,PH,Photometric according to FORS2 - Paranal Observatory
03:54,2015-10-13 03:54:00,TN,thin clouds passing by - Paranal Observatory
05:19,2015-10-13 05:19:00,CL,THN clouds passed already. Clear sky. - Paranal Observatory
23:11,2015-10-13 23:11:00,CL,Night starts CLEAR. - Paranal Observatory
23:53,2015-10-13 23:53:00,PH,According to FORS2 zero points. - Paranal Observatory
04:31,2015-10-14 04:31:00,PH,No visible clouds above horizon. - Paranal Observatory
05:14,2015-10-14 05:14:00,PH,According to FORS2 ZP. - Paranal Observatory
06:52,2015-10-14 06:52:00,CL,According to OmegaCam ZP. - Paranal Observatory
08:50,2015-10-14 08:50:00,CL,No changes. - Paranal Observatory
23:14,2015-10-14 23:14:00,CL,Sky is clear. - Paranal Observatory
04:46,2015-10-15 04:46:00,CL,No clouds. - Paranal Observatory
05:05,2015-10-15 05:05:00,PH,According OMEGACAM - Paranal Observatory
08:02,2015-10-15 08:02:00,PH,No changes. - Paranal Observatory
23:28,2015-10-15 23:28:00,CL,Night starts as CLEAR. - Paranal Observatory
23:45,2015-10-15 23:45:00,PH,According to FORS2 and OmegaCam ZPs. - Paranal Observatory
04:10,2015-10-16 04:10:00,PH,No visible clouds. - Paranal Observatory
04:36,2015-10-16 04:36:00,PH,According OMEGACAM - Paranal Observatory
05:22,2015-10-16 05:22:00,PH,According to FORS2 ZPs. - Paranal Observatory
08:50,2015-10-16 08:50:00,CL,There are some thin cirrus below 15 degrees altitude to the West and North-West. Then we change to CLEAR. - Paranal Observatory
23:08,2015-10-16 23:08:00,CY,"Telescopes deliverd closed, conditions remain the same, cloud passing and mmore coming from NW. - Paranal Observatory"
03:09,2015-10-17 03:09:00,TN,"Telescopes open, thin clouds passing over platform. - Paranal Observatory"
23:12,2015-10-17 23:12:00,TN,"Telescopes delivered closed due to weather conditions, cloud all over platform. - Paranal Observatory"
23:48,2015-10-18 23:48:00,CY				WI				RN,Telescopes deliverd closed due to weather condition. - Paranal Observatory
00:55,2015-10-19 00:55:00,CY				WI,- Paranal Observatory
23:08,2015-10-19 23:08:00,CL				WI,Telescopes delivered closed wind over 18 m/s. - Paranal Observatory
23:36,2015-10-20 23:36:00,CL				WI,"Clear, pointing restriction to the North - Paranal Observatory"
02:31,2015-10-21 02:31:00,CL				WI,"Clear, windy, pointing restriction North - Paranal Observatory"
06:05,2015-10-21 06:05:00,CL				WI,"clear skies, windy, pointing restriction North - Paranal Observatory"
07:17,2015-10-21 07:17:00,CL				WI,"Still windy, clear skies, Pointing restriction to the North - Paranal Observatory"
23:15,2015-10-21 23:15:00,CL,we started night with clear condition - Paranal Observatory
00:13,2015-10-22 00:13:00,PH,Photometric condition according to FORS - Paranal Observatory
06:55,2015-10-22 06:55:00,PH,no presence of clouds - Paranal Observatory
23:10,2015-10-22 23:10:00,CL,We start observations with clear skies - Paranal Observatory
23:55,2015-10-22 23:55:00,PH,Photometric condition according with OmegaCam - Paranal Observatory
03:31,2015-10-23 03:31:00,PH,Clean condition - Paranal Observatory
05:10,2015-10-23 05:10:00,PH,Photometric according to OmegaCam - Paranal Observatory
07:15,2015-10-23 07:15:00,PH,Photometric - Paranal Observatory
23:03,2015-10-23 23:03:00,CY,- Paranal Observatory
23:04,2015-10-23 23:04:00,CY,"Dark clouds near to Zenith, all telescopes closed - Paranal Observatory"
00:04,2015-10-24 00:04:00,CY,80% sky covered by clouds - Paranal Observatory
00:57,2015-10-24 00:57:00,CY,- Paranal Observatory
01:28,2015-10-24 01:28:00,CY,Overcast condition - Paranal Observatory
02:17,2015-10-24 02:17:00,CY,Overcast - Paranal Observatory
03:52,2015-10-24 03:52:00,CY,~75% sky covered by clouds - Paranal Observatory
04:55,2015-10-24 04:55:00,TK				TN,"Opening telescopes, thin cirrus around zenith and thick cirrus at ~ 40 deg. N-E-S-W - Paranal Observatory"
05:37,2015-10-24 05:37:00,TK,Thick clouds - Paranal Observatory
05:44,2015-10-24 05:44:00,WI				TK,Pointing restriction NE - Paranal Observatory
06:15,2015-10-24 06:15:00,CY,Thick Clouds ~50% sky covered - Paranal Observatory
06:30,2015-10-24 06:30:00,,No pointing restriction - Paranal Observatory
06:52,2015-10-24 06:52:00,CY,"90% sky covered, closing Telescopes - Paranal Observatory"
23:15,2015-10-24 23:15:00,CL,Clear Condition - Paranal Observatory
00:07,2015-10-25 00:07:00,PH,According to ZPs on OMEGACAM - Emanuela Pompei
00:22,2015-10-25 00:22:00,PH,- Paranal Observatory
02:23,2015-10-25 02:23:00,PH,- Paranal Observatory
04:20,2015-10-25 04:20:00,PH,According to ZPs on OMEGACAM - Paranal Observatory
05:44,2015-10-25 05:44:00,PH,- Paranal Observatory
06:55,2015-10-25 06:55:00,PH,- Paranal Observatory
23:21,2015-10-25 23:21:00,CL,We start night with clear skyes - Paranal Observatory
00:15,2015-10-26 00:15:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
03:32,2015-10-26 03:32:00,PH,- Paranal Observatory
03:44,2015-10-26 03:44:00,PH,Photometric According OmegaCam - Paranal Observatory
08:18,2015-10-26 08:18:00,PH,- Paranal Observatory
23:14,2015-10-26 23:14:00,CL,We start with clear condition - Paranal Observatory
01:21,2015-10-27 01:21:00,CL,Clear condition according to OmegaCam - Paranal Observatory
03:01,2015-10-27 03:01:00,CL,- Paranal Observatory
05:25,2015-10-27 05:25:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
07:22,2015-10-27 07:22:00,PH,- Paranal Observatory
23:56,2015-10-27 23:56:00,CL,- Paranal Observatory
00:17,2015-10-28 00:17:00,PH,OmegaCam zeropoints - Paranal Observatory
05:44,2015-10-28 05:44:00,PH,OmegaCam Zeropoints. - Paranal Observatory
23:31,2015-10-28 23:31:00,CL,- Paranal Observatory
00:25,2015-10-29 00:25:00,PH,according to OMEGACAM - Paranal Observatory
04:19,2015-10-29 04:19:00,PH,according to OMEGACAM - Paranal Observatory
23:21,2015-10-29 23:21:00,CL,- Paranal Observatory
00:54,2015-10-30 00:54:00,CL,according to OMEGACAM - Paranal Observatory
03:20,2015-10-30 03:20:00,CL,according to OMEGACAM - Paranal Observatory
23:16,2015-10-30 23:16:00,CL,- Paranal Observatory
00:30,2015-10-31 00:30:00,PH,according to OmegaCAM - Paranal Observatory
23:13,2015-10-31 23:13:00,CL,- Paranal Observatory
04:01,2015-11-01 04:01:00,WI,Pointing restriction to the North-East - Paranal Observatory
23:14,2015-11-01 23:14:00,CL				WI,Pointing restriction to the North - Paranal Observatory
00:56,2015-11-02 00:56:00,CL				WI,Pointing restriction to the North. - Paranal Observatory
07:09,2015-11-02 07:09:00,WI,"Conditions remain windy, pointing restrictions apply, Wind Speed > 15 m/s. - Paranal Observatory"
23:12,2015-11-02 23:12:00,CL,- Paranal Observatory
01:45,2015-11-03 01:45:00,WI,Wind Speed > 12m/s. Pointing restrictions apply. - Paranal Observatory
03:30,2015-11-03 03:30:00,CL				WI,closing telescopes due to high wind speed - Paranal Observatory
23:12,2015-11-03 23:12:00,CL				WI,Pointing restriction to the North. - Paranal Observatory
00:33,2015-11-04 00:33:00,CL,Wind Speed < 12m/s. - Paranal Observatory
23:08,2015-11-04 23:08:00,CL,Starting the night as Clear. - Paranal Observatory
01:27,2015-11-05 01:27:00,CL,Confirmed as Clear by OCAM ZPs. - Paranal Observatory
05:44,2015-11-05 05:44:00,CL,Sky Transparency remains Clear. - Paranal Observatory
08:43,2015-11-05 08:43:00,CL,Finishing the night as Clear. - Paranal Observatory
23:36,2015-11-05 23:36:00,CL,Starting the night as Clear. - Paranal Observatory
00:08,2015-11-06 00:08:00,PH,Photometric according to FORS ZPs. - Paranal Observatory
01:45,2015-11-06 01:45:00,PH,Confirmed as Photometric by OCAM ZPs. - Paranal Observatory
02:58,2015-11-06 02:58:00,PH,Once again confirmed as Photometric by FORS ZPs. - Paranal Observatory
05:02,2015-11-06 05:02:00,PH,Still confirmed as Photometric by FORS ZPs. - Paranal Observatory
23:14,2015-11-06 23:14:00,CL,Starting the night as Clear. - Paranal Observatory
00:23,2015-11-07 00:23:00,PH,According to FORS ZPs. - Paranal Observatory
01:29,2015-11-07 01:29:00,PH,Confirmed by OCAM ZPs. - Paranal Observatory
07:25,2015-11-07 07:25:00,PH,No changes. - Paranal Observatory
23:20,2015-11-07 23:20:00,TN,"Thin Clouds to N and W, up to zenith. - Paranal Observatory"
00:58,2015-11-08 00:58:00,CL,"No more clouds, changing to Clear. - Paranal Observatory"
02:34,2015-11-08 02:34:00,CL,No changes. - Paranal Observatory
04:46,2015-11-08 04:46:00,CL,Still Clear. - Paranal Observatory
08:46,2015-11-08 08:46:00,CL,Ending the night as Clear. - Paranal Observatory
23:17,2015-11-08 23:17:00,CL,Starting the night as Clear. - Paranal Observatory
02:47,2015-11-09 02:47:00,PH,According to FORS ZPs. - Paranal Observatory
04:50,2015-11-09 04:50:00,EQ,NO RISK Earthquake. Richter 5.3 180 kms from Paranal.. - Paranal Observatory
05:57,2015-11-09 05:57:00,PH,"No changes, still Photometric. - Paranal Observatory"
23:29,2015-11-09 23:29:00,CL,Starting the night as Clear. - Paranal Observatory
00:54,2015-11-10 00:54:00,PH,Photometric according to FORS ZPs. - Paranal Observatory
02:14,2015-11-10 02:14:00,PH				WI,"Wind above 12 m/s, pointing restriction to N. - Paranal Observatory"
04:51,2015-11-10 04:51:00,PH,"Wind consistently below 10 m/s, no more point6ing restriction. - Paranal Observatory"
07:43,2015-11-10 07:43:00,PH				WI,"Wind above 12 m?s, pointing restriction to NNE. - Paranal Observatory"
08:32,2015-11-10 08:32:00,PH				WI,Ending the night with pointing restriction and Photometric as confirmed by FORS. - Paranal Observatory
23:27,2015-11-10 23:27:00,CL,Starting the night as Clear. - Paranal Observatory
00:35,2015-11-11 00:35:00,CL				OT,Power cut in the whole observatory. - Paranal Observatory
02:14,2015-11-11 02:14:00,CL				OT,"Power restored, slowly starting all systems. It was decided to close the DIMM and leave it closed. - Paranal Observatory"
02:35,2015-11-11 02:35:00,CL				WI,"Wind above 12 m/s, pointing restriction to N, if any telescope is able to open. - Paranal Observatory"
03:00,2015-11-11 03:00:00,CL				WI				OT,Night Shift Coordinator and Chief of Engineering decided that only telescopes with visitors and in commissioning would be re-started. UT1 and UT2 declared the night over. - Paranal Observatory
07:26,2015-11-11 07:26:00,CL				WI,Ending the night one hour before twilight in case any problem at closing after the power cut. Pointing Restriction still in place. - Paranal Observatory
23:00,2015-11-11 23:00:00,CL,Clear skies - Paranal Observatory
00:11,2015-11-12 00:11:00,PH,According OMEGACAM - Paranal Observatory
00:16,2015-11-12 00:16:00,PH,Photometric according FORS - Paranal Observatory
05:20,2015-11-12 05:20:00,PH,according OMEGACAM - Paranal Observatory
09:02,2015-11-12 09:02:00,PH,according to FORS - Paranal Observatory
23:34,2015-11-12 23:34:00,CL,Clear skies - Paranal Observatory
00:14,2015-11-13 00:14:00,PH,According FORS and OMEGACAM - Paranal Observatory
03:45,2015-11-13 03:45:00,PH,According to FORS - Paranal Observatory
05:59,2015-11-13 05:59:00,PH,According to OMEGACAM - Paranal Observatory
07:03,2015-11-13 07:03:00,PH,According to FORS - Paranal Observatory
08:46,2015-11-13 08:46:00,PH,according to FORS - Paranal Observatory
23:21,2015-11-13 23:21:00,TN,Thin clouds passing by. - Paranal Observatory
00:01,2015-11-14 00:01:00,TN,Thin clouds passing - Paranal Observatory
01:20,2015-11-14 01:20:00,TN,Conditions are improving but still some thin clouds passing by. - Paranal Observatory
03:01,2015-11-14 03:01:00,TN,Thin clouds passing by - Paranal Observatory
04:57,2015-11-14 04:57:00,TN,Thin clouds passing by. - Paranal Observatory
06:29,2015-11-14 06:29:00,TK,Thick clouds passing by - Paranal Observatory
07:38,2015-11-14 07:38:00,CY,Telescope closed due the clouds. - Paranal Observatory
23:23,2015-11-14 23:23:00,CL,Clear skies - Paranal Observatory
00:15,2015-11-15 00:15:00,PH,According OMEGACAM - Paranal Observatory
05:28,2015-11-15 05:28:00,PH,According with OMEGACAM - Paranal Observatory
08:48,2015-11-15 08:48:00,PH,according OMEGACAM - Paranal Observatory
23:17,2015-11-15 23:17:00,CL,Clear skies - Paranal Observatory
00:21,2015-11-16 00:21:00,PH,According to OMEGACAM - Paranal Observatory
05:18,2015-11-16 05:18:00,PH,According OMEGACAM - Paranal Observatory
08:31,2015-11-16 08:31:00,PH,according OMEGACAM - Paranal Observatory
23:34,2015-11-16 23:34:00,TK,Thick clouds - Paranal Observatory
00:52,2015-11-17 00:52:00,TN,Thin clouds - Paranal Observatory
01:32,2015-11-17 01:32:00,CL,Clear skies - Paranal Observatory
02:54,2015-11-17 02:54:00,CL,Clear skies - Paranal Observatory
04:30,2015-11-17 04:30:00,TN,Thin clouds passing by - Paranal Observatory
06:54,2015-11-17 06:54:00,TN,thin clouds - Paranal Observatory
23:22,2015-11-17 23:22:00,TN,Thin cirrus passing over mountain - Paranal Observatory
00:51,2015-11-18 00:51:00,CL,Sky clear  clouds to north below 30 degs - Paranal Observatory
01:23,2015-11-18 01:23:00,PH,photometric condition according to OmegaCam - Paranal Observatory
04:18,2015-11-18 04:18:00,PH,according to OCAM - Paranal Observatory
08:20,2015-11-18 08:20:00,PH,according to OCAM zp - Paranal Observatory
23:22,2015-11-18 23:22:00,CL,All sky clear - Paranal Observatory
00:18,2015-11-19 00:18:00,PH,According to OCAM zp - Paranal Observatory
03:19,2015-11-19 03:19:00,CL,sky clear - Paranal Observatory
07:55,2015-11-19 07:55:00,CL,Sky observed clear - Paranal Observatory
23:22,2015-11-19 23:22:00,CL,Sky clear  Clouds to south below 20 degs - Paranal Observatory
04:34,2015-11-20 04:34:00,PH,PHO according to OMEGACAM. - Paranal Observatory
06:36,2015-11-20 06:36:00,CL,Sky observed clear - Paranal Observatory
23:23,2015-11-20 23:23:00,CL,Sky clear/ Clouds below 30 degs to south and west - Paranal Observatory
23:43,2015-11-20 23:43:00,TN,Thin cirrus passing from NW to SE - Paranal Observatory
03:36,2015-11-21 03:36:00,TN,Thin clouds moving from west to east to the souht at 50 deg in altitude - Paranal Observatory
05:20,2015-11-21 05:20:00,CL,Clear sky observed and according to OCAM zp - Paranal Observatory
08:11,2015-11-21 08:11:00,CL,Clear sky observed   Clouds below30 degs to N W SE - Paranal Observatory
23:19,2015-11-21 23:19:00,TN,Thin clouds passing ftpm NW ro SE at 60 degs - Paranal Observatory
00:33,2015-11-22 00:33:00,TK,Thick clouds passing - Paranal Observatory
02:03,2015-11-22 02:03:00,TN,Thin cirrus passing    /Thick below 30degs to N and W - Paranal Observatory
03:46,2015-11-22 03:46:00,TN,Thin clouds from NW to SE passing at 50 degs - Paranal Observatory
04:58,2015-11-22 04:58:00,CL,Clear sky observed    clouds below 30 degs to N E and W - Paranal Observatory
23:21,2015-11-22 23:21:00,TN,Thin cirrus clouds covering - Paranal Observatory
23:47,2015-11-22 23:47:00,TK,Thick cirrus clouds toward easr at 60 degs covering  and rest with thin cirrus - Paranal Observatory
00:28,2015-11-23 00:28:00,TK				TN,Thick clouds still from 60 degs in atitude to East and aldo thick to S and E below 30degs   Rest thin - Paranal Observatory
01:25,2015-11-23 01:25:00,TN,Thin cirrus passing      Thick below 30 degs to N W and E - Paranal Observatory
02:52,2015-11-23 02:52:00,TN,Thin covering 70% of sky rest thick below 30 degs - Paranal Observatory
04:31,2015-11-23 04:31:00,TK				TN,Thick covering 60% rest thin - Paranal Observatory
05:56,2015-11-23 05:56:00,TN,Thin cirrus passing     thick below 30 degs to E and W NW - Paranal Observatory
07:31,2015-11-23 07:31:00,TN,Thin still passing from NW to SE - Paranal Observatory
23:27,2015-11-23 23:27:00,CY,Cloudy sky thick covering more than 80%    Telescopes remaining closed - Paranal Observatory
00:34,2015-11-24 00:34:00,CY,No changes Telescopes closed - Paranal Observatory
01:33,2015-11-24 01:33:00,TK,mostly thick clods covering    Telescopes closed - Paranal Observatory
03:17,2015-11-24 03:17:00,CY,Still lots of thick clouds coming from west and covering/   Telscopes closed - Paranal Observatory
03:55,2015-11-24 03:55:00,CY,Thick thin covering over telescopes but at 60 degs thicker clods at all quadrants. Telescope remaining closed - Paranal Observatory
05:09,2015-11-24 05:09:00,TK				TN,Mostly thin but cell of thick clouds over platform and more thick coming from west  / Telescopes closed - Paranal Observatory
05:37,2015-11-24 05:37:00,TK,Mostly thin but some thick passing from W to E   Opening telescopes - Paranal Observatory
05:57,2015-11-24 05:57:00,TN,Thin cirrus covering 40% and few thicks less than 3 % at 40 degs to N and E - Paranal Observatory
07:02,2015-11-24 07:02:00,TK,Thick clouds entering from west and covering - Paranal Observatory
07:54,2015-11-24 07:54:00,TN,Thin cirrus clouds keep passing from NW to SE - Paranal Observatory
23:20,2015-11-24 23:20:00,CY,Telescopes received closed. - Paranal Observatory
00:18,2015-11-25 00:18:00,CY,Telescopes still closed. - Paranal Observatory
02:55,2015-11-25 02:55:00,CY,Still cloudy. Telescopes remain closed. - Paranal Observatory
03:24,2015-11-25 03:24:00,CY				WI,Still cloudy and high wind speed. Telescopes remain closed. - Paranal Observatory
04:08,2015-11-25 04:08:00,CY,Still cloudy. Telescopes remain closed. - Paranal Observatory
04:55,2015-11-25 04:55:00,TK,Thick clouds passing by. More clouds coming from a west front. Telescopes remain closed. - Paranal Observatory
06:03,2015-11-25 06:03:00,CY,Cloudy sky. Telescopes remain closed. - Paranal Observatory
07:38,2015-11-25 07:38:00,CY				WI,Sky completely covered. High wind speed. - Paranal Observatory
23:22,2015-11-25 23:22:00,CY,Telescopes received closed. - Paranal Observatory
00:31,2015-11-26 00:31:00,CY,Still cloudy. Telescopes remain closed. - Paranal Observatory
03:35,2015-11-26 03:35:00,TK,Thick clouds passing by. Opening telescopes. - Paranal Observatory
04:40,2015-11-26 04:40:00,TN,Thin clouds passing by. - Paranal Observatory
05:46,2015-11-26 05:46:00,CL,No clouds above 20 degrees. - Paranal Observatory
23:21,2015-11-26 23:21:00,CL,No clouds above 20 degrees. - Paranal Observatory
00:41,2015-11-27 00:41:00,PH,According to OMEGACAM. - Paranal Observatory
05:18,2015-11-27 05:18:00,PH,According to OMEGACAM. - Paranal Observatory
00:14,2015-11-28 00:14:00,TN,Starting night with some thin clouds coming from W. - Paranal Observatory
02:01,2015-11-28 02:01:00,CL,No clouds above 20 degrees. - Paranal Observatory
05:01,2015-11-28 05:01:00,CL,No changes. - Paranal Observatory
08:11,2015-11-28 08:11:00,CL,No changes. - Paranal Observatory
23:32,2015-11-28 23:32:00,CL,No clouds above 20 degrees. - Paranal Observatory
01:00,2015-11-29 01:00:00,CL,According to OMEGACAM. - Paranal Observatory
06:35,2015-11-29 06:35:00,CL,No changes. - Paranal Observatory
23:25,2015-11-29 23:25:00,CY,Telescopes were received closed due to the sky was covered with clouds with probability of drops. - Paranal Observatory
00:27,2015-11-30 00:27:00,TK,"Telescopes remain closed, there are still dangerous clouds passing. - Paranal Observatory"
01:05,2015-11-30 01:05:00,TN,"Telescopes were commanded to open, under thin conditions. There are still thick clouds below 30 degrees in altitude to the North and below 15 degrees to the South. - Paranal Observatory"
02:58,2015-11-30 02:58:00,TN,There are some thin cirrus below 35 degrees in altitude to the NE and below 25 degrees to the West. - Paranal Observatory
04:00,2015-11-30 04:00:00,CL,Now the sky is clear. - Paranal Observatory
05:35,2015-11-30 05:35:00,TN,There is a bright fringe at zenith and the extinction raised a bit over the limit (with good seeing). The fringe can't be seen in MASCOT RTD because the moon is saturating. Declared THIN as precaution. - Paranal Observatory
07:52,2015-11-30 07:52:00,TN,"Sky condition remain due to a few THIN cirrus passing over, extinction is jumping above the limit. - Paranal Observatory"
23:25,2015-11-30 23:25:00,CL,Night starts CLEAR. - Paranal Observatory
01:22,2015-12-01 01:22:00,CL,"No visible clouds outside. OmegaCam measured photometric zeropoints, however, the ASM is measuring extinction above the limits. Then, the condition remains CLEAR. - Paranal Observatory"
03:43,2015-12-01 03:43:00,CL,No visible clouds above 15 degrees in altitude. There are some clouds below 15 degrees to the NE. CLEAR condition remains. - Paranal Observatory
04:00,2015-12-01 04:00:00,PH,According to FORS2 zeropoints. - Paranal Observatory
06:34,2015-12-01 06:34:00,CL,"Some thin cirrus at 15 degrees altitude to the NE, some areas are not as dark as they should be. Conditions changed to CLEAR. - Paranal Observatory"
23:30,2015-12-01 23:30:00,TN,THN cirrus passing by. - Paranal Observatory
01:11,2015-12-02 01:11:00,CL,Clear sky. - Paranal Observatory
04:06,2015-12-02 04:06:00,TN,THN cirrus. - Paranal Observatory
08:19,2015-12-02 08:19:00,TN,THN cirrus still passing by. - Paranal Observatory
23:39,2015-12-02 23:39:00,CL,Clear sky above 30 degrees. THN clouds coming from the S-W. - Paranal Observatory
00:59,2015-12-03 00:59:00,PH,According to OmegaCam - Paranal Observatory
02:53,2015-12-03 02:53:00,CL,Few clouds SE direction at about 30 degrees altitude. Clear. - Paranal Observatory
23:39,2015-12-03 23:39:00,TN,THN Cirrus - Paranal Observatory
00:50,2015-12-04 00:50:00,CL,Clear Sky above 30 degrees - Paranal Observatory
06:46,2015-12-04 06:46:00,CL,Clear according to HAWKI - Paranal Observatory
23:39,2015-12-04 23:39:00,CL,Starting the night CLEAR - Paranal Observatory
00:00,2015-12-05 00:00:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
02:10,2015-12-05 02:10:00,CL,- Paranal Observatory
03:37,2015-12-05 03:37:00,CL,CLEAR above 20 degrees - Paranal Observatory
03:59,2015-12-05 03:59:00,PH,PHO according to OMEGACAM. - Paranal Observatory
05:01,2015-12-05 05:01:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
23:45,2015-12-05 23:45:00,CL,Starting the night CLEAR - Paranal Observatory
01:40,2015-12-06 01:40:00,CL,- Paranal Observatory
01:43,2015-12-06 01:43:00,PH,According to OmegaCam - Paranal Observatory
05:40,2015-12-06 05:40:00,PH,- Paranal Observatory
23:47,2015-12-06 23:47:00,CL,Starting the night CLEAR - Paranal Observatory
00:58,2015-12-07 00:58:00,PH,According to OmegaCam - Paranal Observatory
02:48,2015-12-07 02:48:00,PH,- Paranal Observatory
03:55,2015-12-07 03:55:00,PH,Photometric according to OMEGACAM. - Paranal Observatory
06:56,2015-12-07 06:56:00,PH,- Paranal Observatory
00:14,2015-12-08 00:14:00,CL,Starting the night CLEAR - Paranal Observatory
02:12,2015-12-08 02:12:00,CL,- Paranal Observatory
04:12,2015-12-08 04:12:00,PH,According to OmegaCam - Paranal Observatory
23:33,2015-12-08 23:33:00,CL,- Paranal Observatory
03:27,2015-12-09 03:27:00,PH,Photometric according to FORS - Paranal Observatory
05:45,2015-12-09 05:45:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:34,2015-12-09 23:34:00,CL,- Paranal Observatory
00:43,2015-12-10 00:43:00,PH,Photometric according FORS & OMEGACAM - Paranal Observatory
04:12,2015-12-10 04:12:00,PH,Photometric according to OMEGACAM - Paranal Observatory
05:30,2015-12-10 05:30:00,WI,Pointing restriction to the N - Paranal Observatory
23:32,2015-12-10 23:32:00,CL,- Paranal Observatory
01:03,2015-12-11 01:03:00,PH,Photometric according to FORS & OMEGACAM - Paranal Observatory
04:35,2015-12-11 04:35:00,PH,Photometric according to FORS - Paranal Observatory
08:21,2015-12-11 08:21:00,PH,Photometric according to FORS & OMEGACAM - Paranal Observatory
23:29,2015-12-11 23:29:00,CL,- Paranal Observatory
00:38,2015-12-12 00:38:00,PH,Photometric according OMEGACAM - Paranal Observatory
01:37,2015-12-12 01:37:00,PH,Photometric according to FORS - Paranal Observatory
04:12,2015-12-12 04:12:00,PH,Photometric according to OMEGACAM - Paranal Observatory
